,Report Time,Time,Home Team,Away Team,Home Max,Away Max,Margin,Max Home Operator,Max Away Operator
0,2020-02-05 00:41,ŠIANDIEN 19:00,Zenit,Fenerbahce,5.0,1.21,-2.6446280991735516,Olybet HW,TOPsport AW
1,2020-02-05 00:41,ŠIANDIEN 20:00,Crvena Zvezda,Panathinaikos,2.3,1.72,-1.6177957532861553,Optibet HW,Cbet AW
2,2020-02-05 00:41,ŠIANDIEN 21:05,Maccabi Tel Aviv,BC Khimki,1.32,3.7,-2.7846027846027797,Olybet HW,Unibet AW
3,2020-02-05 00:41,ŠIANDIEN 22:00,Valencia Basket,Barcelona Lassa,2.85,1.51,-1.3128848611595245,Unibet HW,TOPsport AW
